row_index,original_text,detected_entities,entity_types,confidence_scores
6817,"27 Walcot St, Bath BA1 5BN, UK",LOCATION:Walcot St; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6818,"Crockerton Shopping Centre, Warminster BA12 8AP, UK",LOCATION:Warminster; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6819,"32 Fore St, Trowbridge BA14 8EW, UK",PERSON:Fore St; LOCATION:Trowbridge; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6820,"Churchill Way West, Retail Park, Churchill Way W, Salisbury SP2 7TS, UK",PERSON:Churchill Way West; LOCATION:Retail Park; PERSON:Churchill Way W; LOCATION:Salisbury; LOCATION:UK,PERSON; LOCATION; PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
6821,"Swindon SN5 8UB, UK",LOCATION:UK,LOCATION,0.850
6822,"27b Fore St, Trowbridge BA14 8EW, UK",LOCATION:Fore St; LOCATION:Trowbridge; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6823,"38-40 Catherine St, Salisbury SP1 2DE, UK",PERSON:Catherine St; LOCATION:Salisbury; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6824,"33 Fisherton St, Salisbury SP2 7SU, UK",PERSON:Fisherton St; LOCATION:Salisbury; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6825,"30 Butcher Row, Salisbury SP1 1EP, UK",LOCATION:Salisbury; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6826,"44 Fisherton St, Salisbury SP2 7RB, UK",PERSON:Fisherton St; LOCATION:Salisbury; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6827,"3 Broad St, Bath BA1 5LJ, UK",LOCATION:UK,LOCATION,0.850
6828,"Unit 11 Hughenden Yard, High St, Marlborough SN8 1LT, United Kingdom",LOCATION:High St; LOCATION:Marlborough; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6829,"Wing Farm, Warminster BA12 7DD, United Kingdom",LOCATION:Warminster; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
6830,"Units 8-10, The Gateway,, Bythesea Road, Trowbridge BA14 8FZ, United Kingdom",LOCATION:Gateway; LOCATION:Bythesea Road; LOCATION:Trowbridge; DATE_TIME:8FZ; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
6831,"6BL Chapel St, Woking GU21 6BY, UK",LOCATION:Chapel St; PERSON:Woking; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
6832,"34 Wolsey Walk, Woking GU21 6XX, UK",PERSON:Wolsey Walk; PERSON:Woking; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
6833,"Hamilton Court, Carthouse Ln, Woking GU21 4XS, UK",PERSON:Carthouse Ln; PERSON:Woking; DATE_TIME:4XS; LOCATION:UK,PERSON; PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
6834,"16/16 The Broadway, Woking GU21 5AP, UK",LOCATION:Broadway; LOCATION:Woking; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6835,"2 Crown Square, Woking GU21 6HR, UK",LOCATION:Crown Square; LOCATION:Woking; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6836,"Redding Way, Knaphill, Woking GU21 2QT, UK",PERSON:Woking; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6837,"89 Leigh Rd, Southend-on-Sea, Leigh-on-Sea SS9 1JL, UK",PERSON:Leigh Rd; LOCATION:Southend; PERSON:Leigh; LOCATION:UK,PERSON; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
6838,"3 Short St, Southend-on-Sea SS2 5BY, UK",LOCATION:St; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6839,"3JB, 1193 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 3JJ, UK",LOCATION:Southend; PERSON:Leigh; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
6840,"79 Broadway, Southend-on-Sea, Leigh-on-Sea SS9 1PE, UK",LOCATION:Broadway; LOCATION:Southend; PERSON:Leigh; LOCATION:UK,LOCATION; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
6841,"66-68 High St, Southend-on-Sea SS1 1JF, UK",LOCATION:UK,LOCATION,0.850
6842,"85 London Rd, Southend-on-Sea SS1 1PA, UK",LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6843,"1516 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 2UR, UK",LOCATION:Southend; PERSON:Leigh; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
6844,"9PH, 517-529 Southchurch Rd, Southend-on-Sea SS1 2PH, UK",LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6845,"1349-1353 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 2AB, UK",DATE_TIME:1349-1353; LOCATION:London Rd; LOCATION:Southend; PERSON:Leigh; LOCATION:UK,DATE_TIME; LOCATION; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
6846,"1009-1015, London Rd, Southend-on-Sea, Leigh-on-Sea SS9 3JY, United Kingdom",DATE_TIME:1009-1015; LOCATION:London Rd; LOCATION:Southend; PERSON:Leigh; LOCATION:3JY; LOCATION:United Kingdom,DATE_TIME; LOCATION; LOCATION; PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850; 0.850
6847,"Unit 5, Craigleith Retail Park Queensferry Rd, Edinburgh EH4 2LN, UK",LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6848,"53 London St, Edinburgh EH3 6LX, UK",LOCATION:London St; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6849,"25 Milton Link, Edinburgh EH15 3QH, UK",PERSON:Milton Link; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6850,"53 Cockburn St, Edinburgh EH1 1BS, UK",PERSON:Cockburn St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6851,"117-119 George St, Edinburgh EH2 4JN, UK",PERSON:George St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6852,"32 Newcraighall Rd, Edinburgh EH15 3RD, UK",LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6853,"65a Cockburn St, Edinburgh EH1 1BU, UK",PERSON:Cockburn St; LOCATION:Edinburgh; DATE_TIME:1BU; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
6854,"5 Waverley Steps, Edinburgh EH2 2EH, UK",PERSON:Waverley Steps; LOCATION:Edinburgh; DATE_TIME:2EH; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
6855,"Bonnington Industrial Estate, Newhaven Rd, Edinburgh EH6 5PY, UK",LOCATION:Newhaven Rd; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6856,"Straiton Mains, Straiton, Loanhead EH20 9PW, UK",PERSON:Straiton; PERSON:Loanhead; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
6857,"8 Waverley Mal, Edinburgh EH1 1BQ, UK",PERSON:Waverley Mal; LOCATION:Edinburgh; DATE_TIME:1BQ; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
6858,"55 Hanover St, Edinburgh EH2 2PJ, UK",PERSON:Hanover St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6859,"1 Glanville Place, Edinburgh EH3 6SZ, UK",LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6860,"Gyle Shopping Centre, Unit 58 Gyle Ave, Edinburgh EH12 9JY, UK",LOCATION:Edinburgh; DATE_TIME:9JY; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6861,"Tollbar Way, Botley Rd, Hedge End, Southampton SO30 2UH, UK",LOCATION:Southampton; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6862,"10/11 Rams Walk, Petersfield GU32 3JA, UK",PERSON:Rams Walk; LOCATION:UK; DATE_TIME:10/11,PERSON; LOCATION; DATE_TIME,0.850; 0.850; 0.100
6863,"The Swan Centre, 04-May, Eastleigh SO50 5SG, United Kingdom",DATE_TIME:04-May; LOCATION:United Kingdom,DATE_TIME; LOCATION,0.850; 0.850
6864,"25-27 Palmerston Rd, Portsmouth, Southsea PO5 3QQ, UK",LOCATION:Palmerston Rd; LOCATION:Portsmouth; LOCATION:Southsea; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6865,"2 Old Basing Mall, Basingstoke RG21 7AW, UK",LOCATION:Basingstoke; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6866,"3 Upper Brook St, Winchester SO23 8AR, UK",LOCATION:Upper Brook St; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6867,"Brockhurst Gate, Heritage Way, Gosport PO13 0AF, United Kingdom",LOCATION:Gosport; DATE_TIME:0AF; LOCATION:United Kingdom,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6868,"Mountbatten Retail Park, Western Esplanade, Southampton SO15 1QJ, UK",PERSON:Mountbatten Retail Park; LOCATION:Western Esplanade; LOCATION:Southampton; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6869,"62-64 High St, Milford on Sea, Lymington SO41 0QD, UK",LOCATION:Milford; DATE_TIME:0QD; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6870,"6 Quay Hill, Lymington SO41 3AR, UK",LOCATION:UK,LOCATION,0.850
6871,"Unit 6A, Farnborough Gate, Farnborough Rd, Farnborough GU14 8BL, UK",LOCATION:Farnborough Gate; LOCATION:Farnborough Rd; LOCATION:Farnborough; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6872,"1 Gunners Way, Gosport PO12 4DS, UK",NRP:Gosport; LOCATION:UK,NRP; LOCATION,0.850; 0.850
6873,"Northern Business Park, Northern Ave, Andover SP10 4DU, United Kingdom",LOCATION:Andover; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
6874,"230-234 Winchester Rd, Southampton SO16 6TL, UK",LOCATION:Southampton; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6875,"Unit 1 - Portfield Industrial Estate, Portfield Rd, Portsmouth PO3 5RR, United Kingdom",LOCATION:Portsmouth; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
6876,"Antelope Park, Bursledon Rd, Southampton SO19 8NE, UK",LOCATION:Antelope Park; LOCATION:Bursledon Rd; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6877,"Lodge Farm, Hook Rd, North Warnborough, Hook RG29 1HA, UK",LOCATION:Hook Rd; PERSON:North Warnborough; LOCATION:Hook RG29 1HA; LOCATION:UK,LOCATION; PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6878,"New Canal, Salisbury SP1 2AA, UK",LOCATION:New Canal; LOCATION:Salisbury; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6879,"172-174 Southampton Rd, Park Gate, Fareham PO14 4QL, UK",LOCATION:Southampton Rd; LOCATION:Park Gate; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6880,"London Road Retail Park, London Rd, Newbury RG14 2BP, UK",LOCATION:London Rd; LOCATION:Newbury; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6881,"Clitheroe Rd, Chatburn BB7 4JY, UK",PERSON:Clitheroe Rd; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6882,"Blackpool Technology Centre, Faraday Way, Blackpool FY2 0JW, UK",LOCATION:Blackpool; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6883,"Greenbank Retail Park, Blakewater Rd, Blackburn BB1 3HU, UK",PERSON:Blakewater Rd; PERSON:Blackburn BB1 3HU; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
6884,"The Peel Centre, Lower Audley St, Blackburn BB1 1DG, United Kingdom",PERSON:Lower Audley St; PERSON:Blackburn BB1 1DG; LOCATION:United Kingdom,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
6885,"1 Olympian Way, Leyland PR25 3UR, UK",LOCATION:UK,LOCATION,0.850
6886,"Unnamed Road, Liverpool L33 7XL, UK",LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L33,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6887,"Unit 1 Queen St, Preston PR1 4HZ, UK",PERSON:Queen St; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6888,"Retail Park, Chapel Ln, Wigan WN3 4HG, UK",LOCATION:Retail Park; LOCATION:Chapel Ln; LOCATION:Wigan; LOCATION:4HG; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
6889,"Unit 7 & 8 Central 12 Retail Park, Derby Road, Southport PR9 0TQ, United Kingdom",LOCATION:Retail Park; LOCATION:Derby Road; LOCATION:Southport; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6890,"40 Clifton St, Lytham Saint Annes FY8 5EW, UK",LOCATION:Clifton St; LOCATION:Lytham Saint Annes; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6891,"Capitol Centre London Way, London Way, Walton-le-Dale, Preston PR5 4AN, UK",LOCATION:London; PERSON:Walton-le-Dale; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
6892,"Mellishaw Ln, Morecambe LA3 3FE, UK",PERSON:Mellishaw Ln; PERSON:Morecambe LA3 3FE; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
6893,"162 Friargate, Preston PR1 2EJ, UK",LOCATION:UK,LOCATION,0.850
6894,"Snowhill Ln, Scorton, Preston PR3 1BA, UK",PERSON:Snowhill Ln; LOCATION:Scorton; LOCATION:Preston; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6895,"3 Chapel Brow, Leyland PR25 3NH, UK",PERSON:Chapel Brow; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6896,"1, Ocean Plaza Retail Park, Marine Dr, Southport PR8 1RY, United Kingdom",LOCATION:Ocean Plaza Retail Park; LOCATION:Southport; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6897,"switch island leisure park, Dunnings Bridge Rd, Liverpool, Bootle L30 6TQ, UK",LOCATION:Dunnings Bridge Rd; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L30,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6898,"St. helens retail park, F, 103 Peasley Cross Ln, St Helens WA9 3AL, United Kingdom",LOCATION:St. helens; LOCATION:St Helens WA9; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6899,"22-26, Standishgate, Wigan WN1 1UE, UK",PERSON:Wigan; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6900,"Unit 6A Capitol Centre London Way, Walton-le-Dale, Preston PR5 4AW, United Kingdom",PERSON:Walton-le-Dale; LOCATION:United Kingdom,PERSON; LOCATION,0.850; 0.850
6901,"2B, The Old Brickworks, Lynwick St, Rudgwick RH12 3DH, UK",LOCATION:Lynwick St; LOCATION:Rudgwick; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6902,"Westhampnett Rd, Chichester PO19 7ZL, UK",PERSON:Westhampnett Rd; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6903,"21-21a West St, Horsham RH12 1PB, UK",LOCATION:West St; LOCATION:Horsham; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6904,"Eastern Ave, Shoreham-by-Sea BN43 6PD, UK",LOCATION:Shoreham; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6905,"81-83 South Rd, Haywards Heath RH16 4LQ, UK",PERSON:Haywards Heath; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6906,"80 North St, Chichester PO19 1LQ, UK",LOCATION:North St; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6907,"Dales House, Lombard St, Petworth GU28 0AG, United Kingdom",LOCATION:Lombard St; LOCATION:Petworth; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6908,"10-12 OLD KILN WORKS, DITCHLING COMMON INDUSTRIAL ESTATE, Ditchling BN6 8SG, United Kingdom",PERSON:Ditchling BN6 8SG; LOCATION:United Kingdom,PERSON; LOCATION,0.850; 0.850
6909,"Pages Corner Retail Park, Pages Corner, Ham Road, Worthing BN11 2QL, United Kingdom",LOCATION:United Kingdom,LOCATION,0.850
6910,"The Forum, Lower Tanbridge Way, Horsham RH12 1PQ, United Kingdom",PERSON:Lower Tanbridge Way; LOCATION:United Kingdom,PERSON; LOCATION,0.850; 0.850
6911,"High St, Cuckfield, Haywards Heath RH17 5JX, UK",LOCATION:Cuckfield; PERSON:Haywards Heath RH17 5JX; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
6912,"rustington retail park, New Rd, Rustington, Littlehampton BN16 3RT, UK",LOCATION:New Rd; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6913,"Portfield Retail Park, Chichester PO19 7YH, UK",DATE_TIME:7YH; LOCATION:UK,DATE_TIME; LOCATION,0.850; 0.850
6914,"19 The Broadway, Haywards Heath RH16 3AB, UK",LOCATION:Broadway; PERSON:Haywards Heath; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
6915,"Portfield Retail Park, Unit 5 Portfield Way, Chichester PO19 7YH, UK",DATE_TIME:7YH; LOCATION:UK,DATE_TIME; LOCATION,0.850; 0.850
6916,"1, Parkland Business Center, 44 Chartwell Rd, Lancing BN15 8UE, United Kingdom",PERSON:Lancing BN15; DATE_TIME:8UE; LOCATION:United Kingdom,PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6917,"county mall, Crawley RH10 1FP, UK",LOCATION:Crawley RH10; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6918,"Shripney Rd, Bognor Regis PO22 9TR, UK",PERSON:Bognor Regis; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6919,"33 Sussex Rd, Haywards Heath RH16 4DZ, UK",PERSON:Haywards Heath RH16 4DZ; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6920,"94 High St, Steyning BN44 3RD, UK",LOCATION:UK,LOCATION,0.850
6921,"8, 9 High St, Ealing, London W5 5JY, UK",LOCATION:Ealing; LOCATION:London W5; LOCATION:UK; US_DRIVER_LICENSE:W5,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6922,"74 Peascod St, Windsor SL4 1DH, UK",PERSON:Peascod St; LOCATION:Windsor SL4; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6923,"24 Nicholsons Ln, Maidenhead SL6 1LB, UK",PERSON:Nicholsons Ln; LOCATION:Maidenhead; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6924,"35-36 Peascod St, Windsor SL4 1EA, UK",DATE_TIME:35-36; LOCATION:Windsor SL4; LOCATION:UK,DATE_TIME; LOCATION; LOCATION,0.850; 0.850; 0.850
6925,"25-27 High St, Slough SL1 1LE, UK",LOCATION:Slough; DATE_TIME:1LE; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6926,"Bath Road Shopping Park, Unit 4 Taplow, Bath Rd, Maidenhead, Taplow SL6 0NY, United Kingdom",LOCATION:Bath Rd; LOCATION:Maidenhead; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6927,"235 Holyhead Rd, Birmingham B21 0AP, UK",PERSON:Holyhead Rd; LOCATION:Birmingham; LOCATION:UK; US_DRIVER_LICENSE:B21,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6928,"Unit 6a, Olton Wharf, Richmond Rd, Solihull B92 7RN, UK",LOCATION:Olton Wharf; LOCATION:Richmond Rd; LOCATION:Solihull; LOCATION:UK; US_DRIVER_LICENSE:B92,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
6929,"32 - 34 Mill Ln, Solihull B91 3BA, UK",PERSON:Mill Ln; LOCATION:UK; US_DRIVER_LICENSE:B91,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6930,"57 High St, Solihull B91 3SW, UK",LOCATION:High St; LOCATION:Solihull; LOCATION:UK; US_DRIVER_LICENSE:B91,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6931,"Unnamed Road, Birmingham B6 7EX, UK",LOCATION:Birmingham; LOCATION:UK; US_DRIVER_LICENSE:B6,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6932,"10 St Mary's Row, Birmingham B13 8JG, UK",PERSON:St Mary's Row; LOCATION:Birmingham; LOCATION:UK; US_DRIVER_LICENSE:B13,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6933,"Longacres Industrial Estate, Rose Hill, Willenhall WV13 2JX, UK",LOCATION:Rose Hill; LOCATION:Willenhall WV13 2JX; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6934,"Ravenside Retail Park, Unit A, Kingsbury Rd, Birmingham B24 9QB, United Kingdom",LOCATION:Kingsbury Rd; LOCATION:Birmingham; LOCATION:United Kingdom; US_DRIVER_LICENSE:B24,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6935,"The Merryhill Centre, 9, Station Dr, Brierley Hill DY5 1SY, United Kingdom",DATE_TIME:9; PERSON:Station Dr; PERSON:Brierley Hill; LOCATION:United Kingdom,DATE_TIME; PERSON; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
6936,"Bilston Rd, Wolverhampton WV2 2PY, UK",LOCATION:Bilston Rd; LOCATION:Wolverhampton; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6937,"114 Bilston Rd, Wednesbury WS10 7JD, UK",LOCATION:Bilston Rd; LOCATION:Wednesbury; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6938,"33 Wulfrun Way, Units 30/31 Wulfrun Shopping Centre, Wolverhampton WV1 3HG, United Kingdom",LOCATION:United Kingdom,LOCATION,0.850
6939,"Reedswood Way, Walsall WS2 8XA, UK",PERSON:Reedswood Way; LOCATION:Walsall WS2 8XA; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6940,"20 New Bond St, Watery Lane, Birmingham B9 4EJ, UK",PERSON:Watery Lane; LOCATION:Birmingham; LOCATION:UK; US_DRIVER_LICENSE:B9,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6941,"Birchley Industrial Estate, D, Birchfield Ln, Oldbury B69 1DT, United Kingdom",PERSON:Birchfield Ln; LOCATION:United Kingdom; US_DRIVER_LICENSE:B69,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6942,"32-34 Drury Ln, Mell Square, Solihull B91 3BG, UK",PERSON:Drury Ln; PERSON:Mell Square; LOCATION:Solihull; LOCATION:UK; US_DRIVER_LICENSE:B91,PERSON; PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
6943,"295 Birmingham New Rd, Tipton DY1 4SJ, UK",LOCATION:Birmingham; LOCATION:Tipton; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6944,"Ravenside Retail Park, Unit D3, Birmingham B24 9QB, United Kingdom",LOCATION:Birmingham; LOCATION:United Kingdom; US_DRIVER_LICENSE:D3; US_DRIVER_LICENSE:B24,LOCATION; LOCATION; US_DRIVER_LICENSE; US_DRIVER_LICENSE,0.850; 0.850; 0.300; 0.300
6945,"4 Bilston Rd, Wolverhampton WV2 2HU, UK",LOCATION:Bilston Rd; LOCATION:Wolverhampton; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6946,"sears retail park, Unit 2B, Oakenshaw Rd, Shirley, Solihull B90 4RB, United Kingdom",PERSON:Shirley; LOCATION:United Kingdom; US_DRIVER_LICENSE:B90,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6947,"Stanier Retail Park, Northfield Ave, Kettering NN16 9XW, UK",LOCATION:Kettering NN16; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6948,"Slough Retail Park, 8 Twinches Ln, Slough SL1 5AL, UK",PERSON:Twinches Ln; LOCATION:Slough; DATE_TIME:5AL; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
6949,"145 Farnham Rd, Slough SL1 4XE, UK",PERSON:Farnham Rd; LOCATION:Slough; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6950,"Bath Road Shopping Park, Unit 4 Taplow, Bath Rd, Maidenhead, Taplow SL6 0NY, United Kingdom",LOCATION:Bath Rd; LOCATION:Maidenhead; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6951,"Westgate Retail Park, Slough SL1 5PS, United Kingdom",LOCATION:Westgate Retail Park; LOCATION:Slough; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6952,"35-36 Peascod St, Windsor SL4 1EA, UK",DATE_TIME:35-36; LOCATION:Windsor SL4; LOCATION:UK,DATE_TIME; LOCATION; LOCATION,0.850; 0.850; 0.850
6953,"24 Nicholsons Ln, Maidenhead SL6 1LB, UK",PERSON:Nicholsons Ln; LOCATION:Maidenhead; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6954,"131 Shoreditch High St, Hackney, London E1 6JE, UK",LOCATION:Hackney; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:E1,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6955,"81 Chatsworth Rd, Lower Clapton, London E5 0LH, UK",LOCATION:Chatsworth Rd; PERSON:Lower Clapton; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:E5,LOCATION; PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
